;title;processId;processName;priority;ownedBy;processNumber;createdBy;state;createdDate;updatedDate;processDN;levels;href
510;Instance #180060 of Verification;180060;Verification;5;Public Works.ProcessOwner;203831;danelle;OPEN;2020-01-10T05:59:09.000Z;2020-03-11T10:25:09.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/180060
511;Instance #190044 of Verification;190044;Verification;5;Public Works.ProcessOwner;203833;danelle;OPEN;2020-01-10T06:00:06.000Z;2020-03-11T10:25:41.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/190044
512;Instance #190046 of Verification;190046;Verification;5;Public Works.ProcessOwner;203835;danelle;OPEN;2020-01-10T06:01:04.000Z;2020-03-11T10:25:46.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/190046
513;Instance #190048 of Verification;190048;Verification;5;Public Works.ProcessOwner;203837;danelle;OPEN;2020-01-10T06:01:21.000Z;2020-03-11T10:25:49.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/190048
514;Instance #180062 of Verification;180062;Verification;5;Public Works.ProcessOwner;203839;danelle;OPEN;2020-01-10T06:02:15.000Z;2020-03-11T10:25:11.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/180062
515;Instance #190050 of Verification;190050;Verification;5;Public Works.ProcessOwner;203841;danelle;OPEN;2020-01-10T06:03:15.000Z;2020-01-10T06:03:15.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/190050
516;Instance #190052 of Verification;190052;Verification;5;Public Works.ProcessOwner;203843;danelle;OPEN;2020-01-10T06:03:58.000Z;2020-01-10T06:03:58.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/190052
517;Instance #190054 of Verification;190054;Verification;5;Public Works.ProcessOwner;203845;danelle;OPEN;2020-01-10T06:04:19.000Z;2020-01-10T06:04:19.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/190054
518;Instance #190057 of Verification;190057;Verification;5;Public Works.ProcessOwner;203848;danelle;OPEN;2020-01-10T06:17:12.000Z;2020-03-18T07:12:11.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/190057
519;Instance #190059 of Verification;190059;Verification;5;Public Works.ProcessOwner;203850;danelle;OPEN;2020-01-10T06:18:08.000Z;2020-04-22T10:27:53.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/190059
520;Instance #190061 of Verification;190061;Verification;5;Public Works.ProcessOwner;203852;danelle;OPEN;2020-01-10T06:18:30.000Z;2020-05-09T08:46:17.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/190061
521;Instance #190063 of Verification;190063;Verification;5;Public Works.ProcessOwner;203854;danelle;OPEN;2020-01-10T06:19:24.000Z;2020-03-10T06:42:45.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/190063
522;Instance #190065 of Verification;190065;Verification;5;Public Works.ProcessOwner;203856;danelle;OPEN;2020-01-10T06:20:22.000Z;2020-04-01T07:35:52.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/190065
523;Instance #190067 of Verification;190067;Verification;5;Public Works.ProcessOwner;203858;danelle;OPEN;2020-01-10T06:24:27.000Z;2020-03-10T07:24:43.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/190067
524;Instance #180064 of Verification;180064;Verification;5;Public Works.ProcessOwner;203860;danelle;OPEN;2020-01-10T06:25:05.000Z;2020-03-10T07:29:18.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/180064
525;Instance #180066 of Verification;180066;Verification;5;Public Works.ProcessOwner;203862;danelle;OPEN;2020-01-10T06:25:40.000Z;2020-03-09T12:24:34.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/180066
526;Instance #190069 of Verification;190069;Verification;5;Public Works.ProcessOwner;203864;danelle;OPEN;2020-01-10T06:26:49.000Z;2020-03-10T08:17:15.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/190069
527;Instance #190071 of Verification;190071;Verification;5;Public Works.ProcessOwner;203866;danelle;OPEN;2020-01-10T06:27:19.000Z;2020-03-10T08:21:46.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/190071
528;Instance #190073 of Verification;190073;Verification;5;Public Works.ProcessOwner;203868;danelle;OPEN;2020-01-10T06:29:50.000Z;2020-03-10T08:22:46.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/190073
529;Instance #180068 of Verification;180068;Verification;5;Public Works.ProcessOwner;203870;danelle;OPEN;2020-01-10T06:30:08.000Z;2020-03-10T08:20:37.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/180068
530;Instance #190075 of Verification;190075;Verification;5;Public Works.ProcessOwner;203872;danelle;OPEN;2020-01-10T06:30:29.000Z;2020-03-10T08:23:41.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/190075
531;Instance #180070 of Verification;180070;Verification;5;Public Works.ProcessOwner;203874;danelle;OPEN;2020-01-10T06:31:12.000Z;2020-04-03T08:13:10.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/180070
532;Instance #180073 of Verification;180073;Verification;5;Public Works.ProcessOwner;203878;danelle;OPEN;2020-01-10T06:44:18.000Z;2020-03-30T08:50:05.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/180073
533;Instance #180075 of Verification;180075;Verification;5;Public Works.ProcessOwner;203880;danelle;OPEN;2020-01-10T06:44:50.000Z;2020-03-12T09:09:43.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/180075
534;Instance #180077 of Verification;180077;Verification;5;Public Works.ProcessOwner;203882;danelle;OPEN;2020-01-10T06:45:18.000Z;2020-04-12T10:00:29.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/180077
535;Instance #190078 of Verification;190078;Verification;5;Public Works.ProcessOwner;203884;danelle;OPEN;2020-01-10T06:47:42.000Z;2020-03-24T11:43:43.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/190078
536;Instance #190080 of Verification;190080;Verification;5;Public Works.ProcessOwner;203886;danelle;OPEN;2020-01-10T06:48:11.000Z;2020-03-10T07:55:25.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/190080
537;Instance #180079 of Verification;180079;Verification;5;Public Works.ProcessOwner;203888;danelle;OPEN;2020-01-10T06:48:47.000Z;2020-03-10T07:56:26.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/180079
538;Instance #180081 of Verification;180081;Verification;5;Public Works.ProcessOwner;203890;danelle;OPEN;2020-01-10T06:49:12.000Z;2020-04-10T11:08:39.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/180081
539;Instance #180083 of Verification;180083;Verification;5;Public Works.ProcessOwner;203892;danelle;OPEN;2020-01-10T06:50:00.000Z;2020-03-11T06:54:58.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/180083
540;Instance #180085 of Verification;180085;Verification;5;Public Works.ProcessOwner;203894;danelle;OPEN;2020-01-10T06:51:04.000Z;2020-04-11T08:53:23.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/180085
541;Instance #180087 of Verification;180087;Verification;5;Public Works.ProcessOwner;203896;danelle;OPEN;2020-01-10T06:51:33.000Z;2020-04-02T07:01:47.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/180087
542;Instance #190083 of Verification;190083;Verification;5;Public Works.ProcessOwner;203899;sam@profmap.com;OPEN;2020-01-10T09:46:27.000Z;2020-01-10T09:46:29.000Z;oracleinternalpcs~Public_Works!3.1~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/190083
543;Instance #190087 of Verification;190087;Verification;5;Public Works.ProcessOwner;203903;danelle;OPEN;2020-01-10T10:49:43.000Z;2020-04-18T10:03:55.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/190087
544;Instance #180089 of Verification;180089;Verification;5;Public Works.ProcessOwner;203905;danelle;OPEN;2020-01-10T10:50:42.000Z;2020-04-18T10:15:45.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/180089
545;Instance #180091 of Verification;180091;Verification;5;Public Works.ProcessOwner;203907;danelle;OPEN;2020-01-10T10:51:45.000Z;2020-04-18T09:14:33.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/180091
546;Instance #180093 of Verification;180093;Verification;5;Public Works.ProcessOwner;203909;danelle;OPEN;2020-01-10T10:52:10.000Z;2020-01-10T10:52:10.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/180093
547;Instance #180095 of Verification;180095;Verification;5;Public Works.ProcessOwner;203911;danelle;OPEN;2020-01-10T10:52:54.000Z;2020-04-29T05:20:41.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/180095
548;Instance #180097 of Verification;180097;Verification;5;Public Works.ProcessOwner;203913;danelle;OPEN;2020-01-10T10:53:22.000Z;2020-01-10T10:53:22.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/180097
549;Instance #180099 of Verification;180099;Verification;5;Public Works.ProcessOwner;203915;danelle;OPEN;2020-01-10T10:59:26.000Z;2020-04-10T09:09:36.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/180099
550;Instance #180101 of Verification;180101;Verification;5;Public Works.ProcessOwner;203917;danelle;OPEN;2020-01-10T11:02:25.000Z;2020-04-01T08:45:03.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/180101
551;Instance #180103 of Verification;180103;Verification;5;Public Works.ProcessOwner;203919;danelle;OPEN;2020-01-10T11:49:50.000Z;2020-01-10T11:49:51.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/180103
552;Instance #190089 of Verification;190089;Verification;5;Public Works.ProcessOwner;203921;danelle;OPEN;2020-01-10T11:51:02.000Z;2020-03-09T14:26:28.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/190089
553;Instance #180105 of Verification;180105;Verification;5;Public Works.ProcessOwner;203923;flip@profmap.com;OPEN;2020-01-10T12:04:53.000Z;2020-01-10T12:04:53.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/180105
554;Instance #190094 of Verification;190094;Verification;5;Public Works.ProcessOwner;203928;flip@profmap.com;OPEN;2020-01-12T11:52:25.000Z;2020-03-12T09:20:46.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/190094
555;Instance #190096 of Verification;190096;Verification;5;Public Works.ProcessOwner;203930;flip@profmap.com;OPEN;2020-01-12T11:52:35.000Z;2020-03-12T09:25:07.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/190096
556;Instance #190098 of Verification;190098;Verification;5;Public Works.ProcessOwner;203932;flip@profmap.com;OPEN;2020-01-12T11:52:45.000Z;2020-03-10T08:35:17.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/190098
557;Instance #190100 of Verification;190100;Verification;5;Public Works.ProcessOwner;203934;flip@profmap.com;OPEN;2020-01-12T11:52:56.000Z;2020-03-12T09:28:28.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/190100
558;Instance #190102 of Verification;190102;Verification;5;Public Works.ProcessOwner;203936;flip@profmap.com;OPEN;2020-01-12T11:53:24.000Z;2020-04-12T10:01:24.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/190102
559;Instance #190104 of Verification;190104;Verification;5;Public Works.ProcessOwner;203938;flip@profmap.com;OPEN;2020-01-12T11:53:56.000Z;2020-03-11T10:25:51.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/190104
560;Instance #190106 of Verification;190106;Verification;5;Public Works.ProcessOwner;203940;flip@profmap.com;OPEN;2020-01-12T11:54:06.000Z;2020-03-11T10:25:56.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/190106
561;Instance #190108 of Verification;190108;Verification;5;Public Works.ProcessOwner;203942;flip@profmap.com;OPEN;2020-01-12T11:54:18.000Z;2020-03-11T10:25:58.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/190108
562;Instance #180109 of Verification;180109;Verification;5;Public Works.ProcessOwner;203948;sam@profmap.com;OPEN;2020-01-13T09:09:44.000Z;2020-01-13T09:09:45.000Z;oracleinternalpcs~Public_Works!3.1~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/180109
563;Instance #190112 of Verification;190112;Verification;5;Public Works.ProcessOwner;203950;sam@profmap.com;OPEN;2020-01-13T09:09:46.000Z;2020-01-13T09:09:48.000Z;oracleinternalpcs~Public_Works!3.1~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/190112
564;Instance #180113 of Verification;180113;Verification;5;Public Works.ProcessOwner;203955;sam@profmap.com;OPEN;2020-01-13T12:02:23.000Z;2020-01-13T12:02:24.000Z;oracleinternalpcs~Public_Works!3.1~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/180113
565;Instance #190115 of Verification;190115;Verification;5;Public Works.ProcessOwner;203957;sam@profmap.com;OPEN;2020-01-13T12:02:24.000Z;2020-01-13T12:02:26.000Z;oracleinternalpcs~Public_Works!3.1~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/190115
